Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,0,CEM_PROD,PROD_CEM,,2018,,,,,,2.75405,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2018,,,,,,2.75405,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2018,,,,,,2.75405,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2018,,,,,,2.75405,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2019,,,,,,2.86702,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2019,,,,,,2.86702,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2019,,,,,,2.86702,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2019,,,,,,2.86702,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2020,,,,,,3.8986,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2020,,,,,,3.8986,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2020,,,,,,3.8986,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2020,,,,,,3.8986,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2021,,,,,,3.62112,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2021,,,,,,3.62112,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2021,,,,,,3.62112,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2021,,,,,,3.62112,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2022,,,,,,3.8986,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2022,,,,,,3.8986,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2022,,,,,,3.8986,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2022,,,,,,3.8986,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2023,,,,,,5.708,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2023,,,,,,5.708,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2023,,,,,,5.708,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2023,,,,,,5.708,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2024,,,,,,6.09614,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2024,,,,,,6.09614,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2024,,,,,,6.09614,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2024,,,,,,6.09614,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2025,,,,,,6.51068,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2025,,,,,,6.51068,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2025,,,,,,6.51068,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2025,,,,,,6.51068,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2026,,,,,,6.95341,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2026,,,,,,6.95341,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2026,,,,,,6.95341,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2026,,,,,,6.95341,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2027,,,,,,7.42624,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2027,,,,,,7.42624,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2027,,,,,,7.42624,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2027,,,,,,7.42624,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2028,,,,,,7.93122,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2028,,,,,,7.93122,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2028,,,,,,7.93122,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2028,,,,,,7.93122,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2029,,,,,,8.47055,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2029,,,,,,8.47055,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPlow,0,CEM_PROD,PROD_CEM,,2029,,,,,,8.47055,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,0,CEM_PROD,PROD_CEM,,2029,,,,,,8.47055,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CEM_PROD,PROD_CEM,,2030,,,,,,9.04654,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPhigh,0,CEM_PROD,PROD_CEM,,2030,,,,,,9.04654,,,,,,,,,,,,,,,,,,,,,,,,,,
